"fecha";"Run Fondo";"serie";"1 mes";"3 meses";"6 meses";"1 a√±o ";"ytd"
2023-05-14;"8287";APV;-1.38%;-0.22%;-0.48%;-1.13%;-0.93%
2023-05-15;"8287";APV;-1.63%;-0.33%;-1.41%;-1.37%;-1.16%
2023-05-16;"8287";APV;-1.67%;-0.32%;-1.63%;-1.48%;-1.20%
2023-05-17;"8287";APV;-1.40%;-0.22%;-1.25%;-1.56%;-1.12%
2023-05-18;"8287";APV;-1.39%;-0.29%;-1.25%;-1.58%;-1.19%
2023-05-19;"8287";APV;-1.29%;-0.43%;-1.39%;-1.91%;-1.32%
2023-05-20;"8287";APV;-1.20%;-0.48%;-1.39%;-2.04%;-1.31%
2023-05-21;"8287";APV;-1.11%;-0.29%;-1.55%;-2.04%;-1.30%
2023-05-22;"8287";APV;-1.32%;-0.40%;-1.85%;-2.24%;-1.50%
2023-05-23;"8287";APV;-1.54%;-0.59%;-1.88%;-2.58%;-1.72%
2023-05-24;"8287";APV;-1.25%;-0.61%;-1.80%;-2.66%;-1.63%
2023-05-25;"8287";APV;-1.43%;-0.75%;-1.92%;-2.78%;-1.76%
2023-05-26;"8287";APV;-1.57%;-0.99%;-2.16%;-2.85%;-1.99%
2023-05-27;"8287";APV;-1.57%;-1.07%;-2.15%;-2.87%;-1.98%
2023-05-28;"8287";APV;-1.58%;-1.09%;-2.10%;-2.86%;-1.97%
2023-05-29;"8287";APV;-1.41%;-0.90%;-1.96%;-2.68%;-1.78%
2023-05-30;"8287";APV;-1.48%;-0.97%;-1.86%;-2.65%;-1.85%
2023-05-31;"8287";APV;-1.32%;-0.80%;-1.70%;-2.58%;-1.69%
2023-06-01;"8287";APV;-1.28%;-0.61%;-1.89%;-2.58%;-1.64%
2023-06-02;"8287";APV;-1.12%;-0.43%;-1.96%;-2.52%;-1.59%
2023-06-03;"8287";APV;-1.12%;-0.72%;-1.96%;-2.47%;-1.58%
2023-06-04;"8287";APV;-1.07%;-0.72%;-1.95%;-2.46%;-1.57%
2023-06-05;"8287";APV;-0.77%;-0.57%;-1.85%;-2.32%;-1.43%
2023-06-06;"8287";APV;-0.73%;-0.48%;-1.57%;-2.22%;-1.38%
2023-06-07;"8287";APV;-0.56%;-0.38%;-1.44%;-1.96%;-1.21%
2023-06-08;"8287";APV;-0.66%;-0.43%;-1.65%;-1.97%;-1.41%
2023-06-09;"8287";APV;-0.47%;-0.19%;-1.66%;-1.73%;-1.35%
2023-06-10;"8287";APV;-0.55%;-0.42%;-1.65%;-1.72%;-1.33%
2023-06-11;"8287";APV;-0.44%;-0.42%;-1.65%;-1.71%;-1.32%
2023-06-12;"8287";APV;-0.42%;-0.46%;-1.51%;-1.75%;-1.36%
2023-06-13;"8287";APV;-0.34%;-1.06%;-1.49%;-1.42%;-1.27%
2023-06-14;"8287";APV;-0.31%;-0.96%;-1.49%;-1.29%;-1.24%
2023-06-15;"8287";APV;"0.17%";-0.84%;-1.22%;-1.30%;-1.00%
2023-06-16;"8287";APV;"0.42%";-0.62%;-0.91%;-1.28%;-0.79%
2023-06-17;"8287";APV;"0.35%";-0.75%;-0.91%;-1.35%;-0.78%
2023-06-18;"8287";APV;"0.42%";-0.75%;-0.90%;-1.35%;-0.77%
2023-06-19;"8287";APV;"0.70%";-0.63%;-0.54%;-1.22%;-0.64%
2023-06-20;"8287";APV;"0.98%";-0.46%;-0.15%;-1.10%;-0.34%
2023-06-21;"8287";APV;"0.98%";-0.47%;"0.00%";-1.10%;-0.33%
2023-06-22;"8287";APV;"1.20%";-0.29%;-0.06%;-1.27%;-0.32%
2023-06-23;"8287";APV;"1.35%";-0.60%;-0.09%;-1.49%;-0.39%
2023-06-24;"8287";APV;"1.27%";-0.77%;-0.08%;-1.42%;-0.38%
2023-06-25;"8287";APV;"1.41%";-0.77%;-0.08%;-1.42%;-0.37%
2023-06-26;"8287";APV;"1.66%";-0.77%;"0.01%";-1.41%;-0.36%
2023-06-27;"8287";APV;"1.75%";-0.49%;"0.05%";-1.32%;-0.27%
2023-06-28;"8287";APV;"1.64%";-0.77%;-0.17%;-1.33%;-0.36%
2023-06-29;"8287";APV;"1.48%";-0.78%;-0.24%;-1.32%;-0.33%
2023-06-30;"8287";APV;"1.55%";-1.11%;-0.33%;-1.54%;-0.33%
2023-07-01;"8287";APV;"1.35%";-1.14%;-0.33%;-1.64%;-0.32%
2023-07-02;"8287";APV;"1.31%";-1.14%;-0.33%;-1.63%;-0.31%
2023-07-03;"8287";APV;"1.47%";-1.17%;-0.06%;-1.46%;-0.13%
2023-07-04;"8287";APV;"1.40%";-1.13%;-0.18%;-1.50%;-0.20%
2023-07-05;"8287";APV;"1.11%";-1.13%;-0.27%;-1.89%;-0.33%
2023-07-06;"8287";APV;"1.01%";-1.58%;-0.23%;-1.96%;-0.38%
2023-07-07;"8287";APV;"0.48%";-1.94%;-0.59%;-2.37%;-0.73%
2023-07-08;"8287";APV;"0.70%";-1.94%;-0.59%;-2.10%;-0.72%
2023-07-09;"8287";APV;"0.64%";-1.94%;-0.61%;-2.09%;-0.71%
2023-07-10;"8287";APV;"0.55%";-1.80%;-0.75%;-2.17%;-0.79%
2023-07-11;"8287";APV;"0.35%";-1.81%;-1.16%;-2.45%;-0.98%
2023-07-12;"8287";APV;"0.21%";-1.83%;-1.50%;-2.55%;-1.16%
2023-07-13;"8287";APV;"0.48%";-1.24%;-1.10%;-2.30%;-0.80%
2023-07-14;"8287";APV;"0.44%";-1.25%;-1.10%;-2.26%;-0.80%
2023-07-15;"8287";APV;"0.21%";-1.25%;-1.10%;-2.28%;-0.79%
2023-07-16;"8287";APV;"0.01%";-1.25%;-1.05%;-2.28%;-0.78%
2023-07-17;"8287";APV;"0.34%";-0.71%;-0.69%;-1.94%;-0.44%
2023-07-18;"8287";APV;"0.30%";-0.67%;-0.68%;-2.33%;-0.47%
2023-07-19;"8287";APV;"0.13%";-0.47%;-0.68%;-2.39%;-0.51%
2023-07-20;"8287";APV;-0.19%;-0.42%;-0.59%;-2.43%;-0.53%
2023-07-21;"8287";APV;-0.34%;-0.48%;-0.73%;-2.48%;-0.67%
2023-07-22;"8287";APV;-0.34%;-0.47%;-0.73%;-2.48%;-0.66%
2023-07-23;"8287";APV;-0.26%;-0.47%;-0.77%;-2.48%;-0.65%
2023-07-24;"8287";APV;-0.31%;-0.31%;-0.84%;-2.51%;-0.68%
2023-07-25;"8287";APV;-0.23%;-0.27%;-0.75%;-2.47%;-0.59%
2023-07-26;"8287";APV;-0.26%;-0.19%;-0.79%;-2.49%;-0.62%
2023-07-27;"8287";APV;-0.29%;-0.14%;-0.74%;-2.18%;-0.56%
2023-07-28;"8287";APV;"0.01%";"0.03%";-0.54%;-2.10%;-0.35%
2023-07-29;"8287";APV;-0.01%;"0.04%";-0.54%;-2.18%;-0.34%
2023-07-30;"8287";APV;-0.01%;"0.04%";-0.46%;-2.17%;-0.33%
2023-07-31;"8287";APV;"0.45%";"0.50%";"0.29%";-1.73%;"0.12%"
2023-01-31;"8315";APV;-0.39%;"2.35%";-2.59%;"0.00%";-0.39%
2023-02-01;"8315";APV;-0.42%;"2.32%";-2.71%;-0.25%;-0.41%
2023-02-02;"8315";APV;-0.27%;"2.53%";-2.65%;-0.14%;-0.26%
2023-02-03;"8315";APV;-0.21%;"2.31%";-2.51%;-0.19%;-0.34%
2023-02-04;"8315";APV;-0.25%;"2.20%";-2.54%;-0.22%;-0.33%
2023-02-05;"8315";APV;-0.12%;"2.20%";-2.28%;-0.22%;-0.33%
2023-02-06;"8315";APV;-0.31%;"1.91%";-2.55%;-0.50%;-0.60%
2023-02-07;"8315";APV;-0.39%;"1.63%";-2.62%;-0.52%;-0.67%
2023-02-08;"8315";APV;-0.33%;"1.40%";-2.62%;-0.91%;-0.61%
2023-02-09;"8315";APV;-0.44%;"0.71%";-2.57%;-0.87%;-0.68%
2023-02-10;"8315";APV;-0.66%;"0.16%";-2.78%;-0.95%;-0.82%
2023-02-11;"8315";APV;-0.88%;-0.07%;-2.53%;-0.67%;-0.81%
2023-02-12;"8315";APV;-1.07%;-0.07%;-2.37%;-0.67%;-0.80%
2023-02-13;"8315";APV;-1.06%;-0.15%;-2.45%;-0.75%;-0.88%
2023-02-14;"8315";APV;-1.22%;-0.54%;-2.60%;-1.09%;-1.03%
2023-02-15;"8315";APV;-1.39%;-1.40%;-2.76%;-1.09%;-1.19%
2023-02-16;"8315";APV;-1.33%;-1.51%;-2.47%;-0.93%;-1.18%
2023-02-17;"8315";APV;-1.26%;-1.14%;-2.00%;-0.88%;-1.12%
2023-02-18;"8315";APV;-1.21%;-1.12%;-1.56%;-0.88%;-1.12%
2023-02-19;"8315";APV;-1.15%;-1.12%;-1.12%;-0.88%;-1.11%
2023-02-20;"8315";APV;-0.94%;-1.06%;-1.05%;-0.81%;-1.04%
2023-02-21;"8315";APV;-1.06%;-1.36%;-1.17%;-0.87%;-1.16%
2023-02-22;"8315";APV;-1.09%;-1.47%;-0.64%;-0.91%;-1.18%
2023-02-23;"8315";APV;-1.16%;-1.24%;-0.61%;-1.21%;-1.16%
2023-02-24;"8315";APV;-1.08%;-1.12%;-0.62%;-1.43%;-1.04%
2023-02-25;"8315";APV;-1.06%;-1.06%;-0.62%;-1.41%;-1.04%
2023-02-26;"8315";APV;-1.06%;-1.06%;-0.87%;-1.41%;-1.03%
2023-02-27;"8315";APV;-0.96%;-0.97%;-0.78%;-1.33%;-0.95%
2023-02-28;"8315";APV;-0.93%;-0.91%;-0.75%;-1.37%;-0.91%
2023-03-01;"8315";APV;-0.64%;-1.14%;-1.09%;-1.86%;-1.05%
2023-03-02;"8315";APV;-0.92%;-1.44%;-1.66%;-2.06%;-1.17%
2023-03-03;"8315";APV;-0.90%;-1.52%;-1.73%;-2.11%;-1.24%
2023-03-04;"8315";APV;-0.90%;-1.52%;-1.73%;-2.25%;-1.23%
2023-03-05;"8315";APV;-0.90%;-1.58%;-2.14%;-2.25%;-1.23%
2023-03-06;"8315";APV;-0.68%;-1.47%;-1.97%;-2.30%;-1.28%
2023-03-07;"8315";APV;-0.52%;-1.37%;-1.41%;-2.66%;-1.19%
2023-03-08;"8315";APV;-0.79%;-1.59%;-1.48%;-2.78%;-1.40%
2023-03-09;"8315";APV;-0.93%;-1.88%;-1.47%;-2.98%;-1.60%
2023-03-10;"8315";APV;-0.62%;-1.71%;-1.30%;-3.07%;-1.43%
2023-03-11;"8315";APV;-0.62%;-1.71%;-1.29%;-2.97%;-1.42%
2023-03-12;"8315";APV;-0.61%;-1.57%;-1.03%;-2.97%;-1.41%
2023-03-13;"8315";APV;"0.15%";-0.98%;-0.45%;-2.30%;-0.73%
2023-03-14;"8315";APV;"0.18%";-1.14%;-0.67%;-2.29%;-0.85%
2023-03-15;"8315";APV;"0.52%";-0.93%;-0.47%;-1.69%;-0.67%
2023-03-16;"8315";APV;"0.52%";-0.78%;-0.46%;-1.57%;-0.66%
2023-03-17;"8315";APV;"0.61%";-0.64%;-0.32%;-1.34%;-0.52%
2023-03-18;"8315";APV;"0.61%";-0.64%;-0.32%;-1.23%;-0.51%
2023-03-19;"8315";APV;"0.62%";-0.37%;-0.32%;-1.23%;-0.50%
2023-03-20;"8315";APV;"0.67%";-0.16%;-0.19%;-1.12%;-0.37%
2023-03-21;"8315";APV;"0.76%";-0.02%;-0.04%;-1.09%;-0.41%
2023-03-22;"8315";APV;"0.66%";-0.21%;"0.38%";-1.07%;-0.52%
2023-03-23;"8315";APV;"0.85%";"0.05%";"0.73%";-0.91%;-0.32%
2023-03-24;"8315";APV;"0.89%";"0.21%";"0.89%";-0.74%;-0.16%
2023-03-25;"8315";APV;"0.89%";"0.21%";"0.89%";-0.68%;-0.16%
2023-03-26;"8315";APV;"0.89%";"0.27%";"1.54%";-0.68%;-0.15%
2023-03-27;"8315";APV;"0.61%";"0.02%";"1.86%";-0.88%;-0.34%
2023-03-28;"8315";APV;"0.77%";"0.05%";"2.44%";-0.49%;-0.15%
2023-03-29;"8315";APV;"0.84%";"0.06%";"2.69%";-0.53%;-0.08%
2023-03-30;"8315";APV;"1.15%";"0.22%";"2.91%";-0.40%;"0.22%"
2023-03-31;"8315";APV;"1.19%";"0.26%";"2.96%";-0.74%;"0.27%"
2023-04-01;"8315";APV;"1.34%";"0.27%";"2.96%";-0.90%;"0.28%"
2023-04-02;"8315";APV;"1.47%";"0.27%";"2.96%";-0.90%;"0.28%"
2023-04-03;"8315";APV;"1.75%";"0.62%";"3.19%";-0.71%;"0.49%"
2023-04-04;"8315";APV;"1.65%";"0.48%";"3.28%";-0.94%;"0.39%"
2023-04-05;"8315";APV;"1.55%";"0.51%";"3.55%";-1.17%;"0.30%"
2023-04-06;"8315";APV;"1.98%";"0.96%";"4.33%";-0.78%;"0.67%"
2023-04-07;"8315";APV;"1.89%";"0.96%";"4.23%";-0.78%;"0.68%"
2023-04-08;"8315";APV;"2.11%";"0.97%";"4.23%";-1.33%;"0.69%"
2023-04-09;"8315";APV;"2.34%";"0.94%";"4.23%";-1.34%;"0.69%"
2023-04-10;"8315";APV;"1.91%";"0.61%";"3.97%";-1.58%;"0.45%"
2023-04-11;"8315";APV;"1.69%";"0.18%";"3.58%";-1.91%;"0.25%"
2023-04-12;"8315";APV;"1.50%";-0.20%;"3.31%";-2.04%;"0.07%"
2023-04-13;"8315";APV;"0.59%";-0.33%;"2.94%";-2.56%;-0.14%
2023-04-14;"8315";APV;"0.71%";-0.34%;"2.83%";-2.84%;-0.15%
2023-04-15;"8315";APV;"0.54%";-0.34%;"2.83%";-2.85%;-0.14%
2023-04-16;"8315";APV;"0.53%";-0.29%;"2.82%";-2.85%;-0.14%
2023-04-17;"8315";APV;"0.20%";-0.47%;"2.40%";-3.04%;-0.32%
2023-04-18;"8315";APV;"0.09%";-0.51%;"2.41%";-2.93%;-0.41%
2023-04-19;"8315";APV;-0.15%;-0.69%;"2.39%";-3.31%;-0.65%
2023-04-20;"8315";APV;-0.37%;-0.65%;"2.47%";-3.34%;-0.75%
2023-04-21;"8315";APV;-0.41%;-0.72%;"2.21%";-3.27%;-0.81%
2023-04-22;"8315";APV;-0.28%;-0.72%;"2.21%";-3.24%;-0.81%
2023-04-23;"8315";APV;-0.48%;-0.80%;"2.20%";-3.23%;-0.80%
2023-04-24;"8315";APV;-0.88%;-1.07%;"2.00%";-3.46%;-1.04%
2023-04-25;"8315";APV;-0.84%;-1.02%;"1.96%";-3.41%;-1.00%
2023-04-26;"8315";APV;-0.87%;-1.05%;"1.82%";-3.29%;-1.02%
2023-04-27;"8315";APV;-0.71%;-1.05%;"1.70%";-3.41%;-1.04%
2023-04-28;"8315";APV;-0.87%;-1.03%;"1.72%";-3.38%;-1.02%
2023-04-29;"8315";APV;-0.93%;-1.03%;"1.72%";-3.25%;-1.01%
2023-04-30;"8315";APV;-1.23%;-0.93%;"1.72%";-3.24%;-1.01%
2023-05-01;"8315";APV;-1.27%;-0.59%;"1.71%";-3.23%;-1.00%
2023-05-02;"8315";APV;-1.35%;-0.82%;"1.69%";-3.09%;-1.07%
2023-05-03;"8315";APV;-1.53%;-0.71%;"1.58%";-2.99%;-1.04%
2023-05-04;"8315";APV;-1.48%;-0.76%;"1.42%";-2.91%;-1.09%
2023-05-05;"8315";APV;-1.56%;-0.94%;"1.24%";-2.90%;-1.26%
2023-05-06;"8315";APV;-1.91%;-0.66%;"1.24%";-2.75%;-1.25%
2023-05-07;"8315";APV;-1.92%;-0.58%;"1.04%";-2.75%;-1.25%
2023-05-08;"8315";APV;-2.03%;-0.75%;"0.64%";-2.85%;-1.35%
2023-05-09;"8315";APV;-2.18%;-0.82%;-0.12%;-2.49%;-1.50%
2023-05-10;"8315";APV;-1.86%;-0.60%;-0.44%;-2.40%;-1.41%
2023-05-11;"8315";APV;-1.77%;-0.72%;-0.80%;-2.66%;-1.53%
2023-05-12;"8315";APV;-1.67%;-0.80%;-0.88%;-2.85%;-1.60%
2023-05-13;"8315";APV;-1.46%;-0.72%;-0.87%;-2.90%;-1.59%
2023-05-14;"8315";APV;-1.44%;-0.56%;-1.10%;-2.89%;-1.58%
2023-05-15;"8315";APV;-1.67%;-0.62%;-2.02%;-3.11%;-1.81%
2023-05-16;"8315";APV;-1.69%;-0.66%;-2.16%;-3.22%;-1.83%
2023-05-17;"8315";APV;-1.44%;-0.64%;-1.77%;-3.25%;-1.75%
2023-05-18;"8315";APV;-1.41%;-0.71%;-1.83%;-3.33%;-1.82%
2023-05-19;"8315";APV;-1.30%;-0.83%;-1.95%;-3.62%;-1.94%
2023-05-20;"8315";APV;-1.19%;-0.90%;-1.95%;-3.68%;-1.93%
2023-05-21;"8315";APV;-1.12%;-0.77%;-2.12%;-3.68%;-1.92%
2023-05-22;"8315";APV;-1.25%;-0.88%;-2.33%;-3.79%;-2.04%
2023-05-23;"8315";APV;-1.49%;-1.13%;-2.36%;-4.11%;-2.28%
2023-05-24;"8315";APV;-1.24%;-1.23%;-2.34%;-4.24%;-2.26%
2023-05-25;"8315";APV;-1.47%;-1.43%;-2.47%;-4.35%;-2.45%
2023-05-26;"8315";APV;-1.65%;-1.63%;-2.67%;-4.42%;-2.64%
2023-05-27;"8315";APV;-1.61%;-1.71%;-2.66%;-4.53%;-2.64%
2023-05-28;"8315";APV;-1.63%;-1.73%;-2.62%;-4.52%;-2.63%
2023-05-29;"8315";APV;-1.50%;-1.60%;-2.45%;-4.39%;-2.49%
2023-05-30;"8315";APV;-1.59%;-1.68%;-2.38%;-4.25%;-2.58%
2023-05-31;"8315";APV;-1.42%;-1.52%;-2.22%;-4.12%;-2.41%
2023-06-01;"8315";APV;-1.35%;-1.31%;-2.43%;-4.12%;-2.34%
2023-06-02;"8315";APV;-1.18%;-1.08%;-2.51%;-4.01%;-2.24%
2023-06-03;"8315";APV;-1.20%;-1.01%;-2.51%;-3.93%;-2.23%
2023-06-04;"8315";APV;-1.15%;-1.01%;-2.51%;-3.92%;-2.23%
2023-06-05;"8315";APV;-0.84%;-0.87%;-2.43%;-3.78%;-2.08%
2023-06-06;"8315";APV;-0.80%;-0.78%;-2.24%;-3.67%;-2.05%
2023-06-07;"8315";APV;-0.70%;-0.77%;-2.13%;-3.48%;-1.94%
2023-06-08;"8315";APV;-0.77%;-0.73%;-2.30%;-3.45%;-2.11%
2023-06-09;"8315";APV;-0.58%;-0.47%;-2.34%;-3.26%;-2.06%
2023-06-10;"8315";APV;-0.65%;-0.64%;-2.33%;-3.21%;-2.06%
2023-06-11;"8315";APV;-0.53%;-0.64%;-2.33%;-3.20%;-2.05%
2023-06-12;"8315";APV;-0.49%;-0.68%;-2.24%;-3.24%;-2.08%
2023-06-13;"8315";APV;-0.41%;-1.27%;-2.24%;-2.91%;-1.99%
2023-06-14;"8315";APV;-0.31%;-1.05%;-2.18%;-2.75%;-1.89%
2023-06-15;"8315";APV;"0.11%";-1.03%;-1.96%;-2.78%;-1.70%
2023-06-16;"8315";APV;"0.31%";-0.87%;-1.65%;-2.83%;-1.53%
2023-06-17;"8315";APV;"0.24%";-1.01%;-1.64%;-2.88%;-1.52%
2023-06-18;"8315";APV;"0.32%";-1.01%;-1.64%;-2.87%;-1.51%
2023-06-19;"8315";APV;"0.56%";-0.89%;-1.26%;-2.76%;-1.39%
2023-06-20;"8315";APV;"0.81%";-0.76%;-0.92%;-2.66%;-1.13%
2023-06-21;"8315";APV;"0.81%";-0.72%;-0.74%;-2.66%;-1.13%
2023-06-22;"8315";APV;"0.98%";-0.56%;-0.77%;-2.79%;-1.08%
2023-06-23;"8315";APV;"1.10%";-0.88%;-0.83%;-2.93%;-1.20%
2023-06-24;"8315";APV;"1.10%";-1.03%;-0.83%;-2.83%;-1.19%
2023-06-25;"8315";APV;"1.30%";-1.03%;-0.82%;-2.82%;-1.18%
2023-06-26;"8315";APV;"1.51%";-1.03%;-0.76%;-2.82%;-1.18%
2023-06-27;"8315";APV;"1.57%";-0.77%;-0.75%;-2.75%;-1.11%
2023-06-28;"8315";APV;"1.48%";-1.04%;-0.99%;-2.71%;-1.19%
2023-06-29;"8315";APV;"1.33%";-1.12%;-1.06%;-2.71%;-1.20%
2023-06-30;"8315";APV;"1.44%";-1.40%;-1.18%;-2.85%;-1.18%
2023-07-01;"8315";APV;"1.20%";-1.44%;-1.18%;-2.97%;-1.17%
2023-07-02;"8315";APV;"1.10%";-1.44%;-1.18%;-2.96%;-1.16%
2023-07-03;"8315";APV;"1.24%";-1.50%;-0.89%;-2.82%;-1.02%
2023-07-04;"8315";APV;"1.21%";-1.43%;-0.96%;-2.81%;-1.04%
2023-07-05;"8315";APV;"0.94%";-1.47%;-0.96%;-3.15%;-1.17%
2023-07-06;"8315";APV;"0.83%";-1.89%;-0.95%;-3.23%;-1.23%
2023-07-07;"8315";APV;"0.38%";-2.24%;-1.29%;-3.55%;-1.57%
2023-07-08;"8315";APV;"0.56%";-2.23%;-1.29%;-3.28%;-1.56%
2023-07-09;"8315";APV;"0.52%";-2.23%;-1.31%;-3.27%;-1.55%
2023-07-10;"8315";APV;"0.46%";-2.05%;-1.45%;-3.32%;-1.60%
2023-07-11;"8315";APV;"0.22%";-2.08%;-1.90%;-3.66%;-1.84%
2023-07-12;"8315";APV;"0.17%";-1.98%;-2.18%;-3.68%;-1.92%
2023-07-13;"8315";APV;"0.34%";-1.52%;-1.84%;-3.48%;-1.65%
2023-07-14;"8315";APV;"0.23%";-1.52%;-1.85%;-3.54%;-1.66%
2023-07-15;"8315";APV;"0.05%";-1.51%;-1.85%;-3.64%;-1.65%
2023-07-16;"8315";APV;-0.12%;-1.51%;-1.80%;-3.63%;-1.64%
2023-07-17;"8315";APV;"0.18%";-1.02%;-1.48%;-3.33%;-1.34%
2023-07-18;"8315";APV;"0.18%";-0.92%;-1.43%;-3.62%;-1.33%
2023-07-19;"8315";APV;"0.05%";-0.70%;-1.39%;-3.62%;-1.35%
2023-07-20;"8315";APV;-0.26%;-0.65%;-1.29%;-3.66%;-1.39%
2023-07-21;"8315";APV;-0.39%;-0.71%;-1.42%;-3.67%;-1.51%
2023-07-22;"8315";APV;-0.43%;-0.70%;-1.42%;-3.70%;-1.50%
2023-07-23;"8315";APV;-0.30%;-0.70%;-1.49%;-3.69%;-1.49%
2023-07-24;"8315";APV;-0.42%;-0.57%;-1.64%;-3.80%;-1.61%
2023-07-25;"8315";APV;-0.35%;-0.54%;-1.55%;-3.72%;-1.53%
2023-07-26;"8315";APV;-0.39%;-0.55%;-1.59%;-3.76%;-1.56%
2023-07-27;"8315";APV;-0.37%;-0.43%;-1.48%;-3.44%;-1.47%
2023-07-28;"8315";APV;-0.13%;-0.31%;-1.34%;-3.46%;-1.32%
2023-07-29;"8315";APV;-0.12%;-0.30%;-1.33%;-3.49%;-1.31%
2023-07-30;"8315";APV;-0.12%;-0.30%;-1.23%;-3.48%;-1.30%
2023-07-31;"8315";APV;"0.33%";"0.16%";-0.46%;-3.05%;-0.85%
2023-01-31;"8375";APV;-0.19%;"2.30%";-2.94%;-0.63%;-0.19%
2023-02-01;"8375";APV;-0.22%;"2.28%";-3.08%;-0.84%;-0.21%
2023-02-02;"8375";APV;-0.08%;"2.40%";-3.02%;-0.70%;-0.06%
2023-02-03;"8375";APV;"0.00%";"2.18%";-2.83%;-0.72%;-0.14%
2023-02-04;"8375";APV;-0.07%;"2.06%";-2.89%;-0.74%;-0.13%
2023-02-05;"8375";APV;"0.03%";"2.06%";-2.61%;-0.74%;-0.12%
2023-02-06;"8375";APV;-0.16%;"1.79%";-2.86%;-0.99%;-0.38%
2023-02-07;"8375";APV;-0.25%;"1.52%";-2.95%;-1.00%;-0.46%
2023-02-08;"8375";APV;-0.16%;"1.38%";-2.93%;-1.22%;-0.37%
2023-02-09;"8375";APV;-0.26%;"0.72%";-2.91%;-1.22%;-0.44%
2023-02-10;"8375";APV;-0.44%;"0.22%";-3.08%;-1.20%;-0.53%
2023-02-11;"8375";APV;-0.65%;-0.01%;-2.82%;-0.98%;-0.52%
2023-02-12;"8375";APV;-0.85%;-0.01%;-2.68%;-0.98%;-0.52%
2023-02-13;"8375";APV;-0.85%;-0.06%;-2.73%;-1.03%;-0.56%
