"fecha";"Run Fondo";"serie";"1 mes";"3 meses";"6 meses";"1 a√±o ";"ytd"
2023-02-14;"8375";APV;-0.97%;-0.42%;-2.84%;-1.32%;-0.68%
2023-02-15;"8375";APV;-1.10%;-1.18%;-2.97%;-1.30%;-0.81%
2023-02-16;"8375";APV;-1.07%;-1.27%;-2.64%;-1.16%;-0.79%
2023-02-17;"8375";APV;-0.98%;-0.88%;-2.15%;-1.13%;-0.72%
2023-02-18;"8375";APV;-0.95%;-0.85%;-1.70%;-1.11%;-0.71%
2023-02-19;"8375";APV;-0.90%;-0.85%;-1.25%;-1.11%;-0.70%
2023-02-20;"8375";APV;-0.72%;-0.79%;-1.18%;-1.05%;-0.64%
2023-02-21;"8375";APV;-0.82%;-1.06%;-1.28%;-1.11%;-0.73%
2023-02-22;"8375";APV;-0.84%;-1.16%;-0.72%;-1.14%;-0.74%
2023-02-23;"8375";APV;-0.90%;-0.94%;-0.73%;-1.37%;-0.74%
2023-02-24;"8375";APV;-0.80%;-0.80%;-0.75%;-1.56%;-0.60%
2023-02-25;"8375";APV;-0.77%;-0.71%;-0.70%;-1.53%;-0.60%
2023-02-26;"8375";APV;-0.79%;-0.71%;-0.99%;-1.53%;-0.59%
2023-02-27;"8375";APV;-0.68%;-0.64%;-0.91%;-1.46%;-0.52%
2023-02-28;"8375";APV;-0.64%;-0.56%;-0.87%;-1.48%;-0.47%
2023-03-01;"8375";APV;-0.39%;-0.75%;-1.19%;-1.95%;-0.60%
2023-03-02;"8375";APV;-0.63%;-0.97%;-1.78%;-2.10%;-0.69%
2023-03-03;"8375";APV;-0.62%;-1.04%;-1.85%;-2.16%;-0.76%
2023-03-04;"8375";APV;-0.63%;-1.04%;-1.85%;-2.29%;-0.76%
2023-03-05;"8375";APV;-0.63%;-1.09%;-2.30%;-2.29%;-0.75%
2023-03-06;"8375";APV;-0.42%;-0.96%;-2.02%;-2.34%;-0.80%
2023-03-07;"8375";APV;-0.27%;-0.90%;-1.45%;-2.63%;-0.74%
2023-03-08;"8375";APV;-0.59%;-1.12%;-1.51%;-2.77%;-0.96%
2023-03-09;"8375";APV;-0.71%;-1.39%;-1.49%;-3.09%;-1.14%
2023-03-10;"8375";APV;-0.49%;-1.27%;-1.37%;-3.25%;-1.01%
2023-03-11;"8375";APV;-0.49%;-1.26%;-1.36%;-3.12%;-1.00%
2023-03-12;"8375";APV;-0.48%;-1.14%;-1.03%;-3.12%;-1.00%
2023-03-13;"8375";APV;"0.11%";-0.69%;-0.64%;-2.59%;-0.45%
2023-03-14;"8375";APV;"0.11%";-0.83%;-0.88%;-2.51%;-0.57%
2023-03-15;"8375";APV;"0.37%";-0.65%;-0.70%;-1.98%;-0.44%
2023-03-16;"8375";APV;"0.34%";-0.50%;-0.71%;-1.90%;-0.45%
2023-03-17;"8375";APV;"0.39%";-0.38%;-0.59%;-1.68%;-0.33%
2023-03-18;"8375";APV;"0.39%";-0.38%;-0.59%;-1.60%;-0.32%
2023-03-19;"8375";APV;"0.40%";-0.17%;-0.58%;-1.60%;-0.31%
2023-03-20;"8375";APV;"0.44%";"0.00%";-0.48%;-1.50%;-0.20%
2023-03-21;"8375";APV;"0.55%";"0.16%";-0.31%;-1.44%;-0.19%
2023-03-22;"8375";APV;"0.45%";-0.02%;"0.19%";-1.43%;-0.30%
2023-03-23;"8375";APV;"0.65%";"0.26%";"0.56%";-1.30%;-0.09%
2023-03-24;"8375";APV;"0.65%";"0.40%";"0.70%";-1.16%;"0.05%"
2023-03-25;"8375";APV;"0.66%";"0.40%";"0.70%";-1.11%;"0.05%"
2023-03-26;"8375";APV;"0.66%";"0.49%";"1.33%";-1.11%;"0.06%"
2023-03-27;"8375";APV;"0.43%";"0.27%";"1.75%";-1.27%;-0.09%
2023-03-28;"8375";APV;"0.56%";"0.32%";"2.32%";-0.91%;"0.09%"
2023-03-29;"8375";APV;"0.60%";"0.26%";"2.53%";-0.99%;"0.13%"
2023-03-30;"8375";APV;"0.90%";"0.42%";"2.79%";-0.92%;"0.42%"
2023-03-31;"8375";APV;"0.93%";"0.45%";"2.83%";-1.31%;"0.46%"
2023-04-01;"8375";APV;"1.07%";"0.46%";"2.83%";-1.44%;"0.47%"
2023-04-02;"8375";APV;"1.17%";"0.46%";"2.83%";-1.44%;"0.47%"
2023-04-03;"8375";APV;"1.43%";"0.80%";"3.03%";-1.27%;"0.66%"
2023-04-04;"8375";APV;"1.32%";"0.62%";"3.16%";-1.52%;"0.56%"
2023-04-05;"8375";APV;"1.20%";"0.60%";"3.40%";-1.75%;"0.44%"
2023-04-06;"8375";APV;"1.65%";"1.06%";"4.22%";-1.35%;"0.84%"
2023-04-07;"8375";APV;"1.59%";"1.06%";"4.10%";-1.33%;"0.84%"
2023-04-08;"8375";APV;"1.82%";"1.06%";"4.10%";-1.84%;"0.85%"
2023-04-09;"8375";APV;"2.02%";"1.03%";"4.10%";-1.85%;"0.86%"
2023-04-10;"8375";APV;"1.67%";"0.72%";"3.87%";-2.07%;"0.64%"
2023-04-11;"8375";APV;"1.49%";"0.35%";"3.54%";-2.38%;"0.47%"
2023-04-12;"8375";APV;"1.32%";-0.03%;"3.28%";-2.52%;"0.31%"
2023-04-13;"8375";APV;"0.54%";-0.20%;"2.92%";-3.02%;"0.09%"
2023-04-14;"8375";APV;"0.66%";-0.20%;"2.83%";-3.29%;"0.09%"
2023-04-15;"8375";APV;"0.54%";-0.20%;"2.82%";-3.29%;"0.10%"
2023-04-16;"8375";APV;"0.55%";-0.18%;"2.82%";-3.29%;"0.10%"
2023-04-17;"8375";APV;"0.26%";-0.34%;"2.45%";-3.46%;-0.07%
2023-04-18;"8375";APV;"0.17%";-0.39%;"2.43%";-3.35%;-0.15%
2023-04-19;"8375";APV;-0.07%;-0.58%;"2.38%";-3.71%;-0.38%
2023-04-20;"8375";APV;-0.26%;-0.54%;"2.47%";-3.68%;-0.45%
2023-04-21;"8375";APV;-0.33%;-0.60%;"2.20%";-3.60%;-0.51%
2023-04-22;"8375";APV;-0.21%;-0.61%;"2.20%";-3.58%;-0.51%
2023-04-23;"8375";APV;-0.41%;-0.67%;"2.20%";-3.58%;-0.50%
2023-04-24;"8375";APV;-0.79%;-0.94%;"1.99%";-3.81%;-0.75%
2023-04-25;"8375";APV;-0.78%;-0.90%;"1.94%";-3.78%;-0.73%
2023-04-26;"8375";APV;-0.85%;-0.98%;"1.77%";-3.70%;-0.79%
2023-04-27;"8375";APV;-0.69%;-0.95%;"1.72%";-3.71%;-0.78%
2023-04-28;"8375";APV;-0.88%;-0.96%;"1.70%";-3.69%;-0.79%
2023-04-29;"8375";APV;-0.91%;-0.97%;"1.70%";-3.60%;-0.79%
2023-04-30;"8375";APV;-1.20%;-0.87%;"1.70%";-3.59%;-0.78%
2023-05-01;"8375";APV;-1.24%;-0.57%;"1.69%";-3.58%;-0.78%
2023-05-02;"8375";APV;-1.35%;-0.82%;"1.56%";-3.42%;-0.88%
2023-05-03;"8375";APV;-1.50%;-0.71%;"1.45%";-3.33%;-0.85%
2023-05-04;"8375";APV;-1.49%;-0.80%;"1.24%";-3.32%;-0.93%
2023-05-05;"8375";APV;-1.49%;-0.93%;"1.11%";-3.22%;-1.05%
2023-05-06;"8375";APV;-1.87%;-0.67%;"1.11%";-2.99%;-1.05%
2023-05-07;"8375";APV;-1.87%;-0.58%;"0.93%";-2.99%;-1.04%
2023-05-08;"8375";APV;-1.98%;-0.79%;"0.58%";-3.10%;-1.15%
2023-05-09;"8375";APV;-2.13%;-0.86%;-0.15%;-2.79%;-1.30%
2023-05-10;"8375";APV;-1.84%;-0.69%;-0.47%;-2.67%;-1.22%
2023-05-11;"8375";APV;-1.77%;-0.79%;-0.80%;-2.91%;-1.31%
2023-05-12;"8375";APV;-1.69%;-0.87%;-0.88%;-3.08%;-1.38%
2023-05-13;"8375";APV;-1.46%;-0.82%;-0.88%;-3.08%;-1.38%
2023-05-14;"8375";APV;-1.46%;-0.70%;-1.11%;-3.08%;-1.37%
2023-05-15;"8375";APV;-1.68%;-0.78%;-1.94%;-3.29%;-1.58%
2023-05-16;"8375";APV;-1.71%;-0.82%;-2.08%;-3.42%;-1.61%
2023-05-17;"8375";APV;-1.49%;-0.85%;-1.72%;-3.49%;-1.56%
2023-05-18;"8375";APV;-1.45%;-0.89%;-1.74%;-3.50%;-1.59%
2023-05-19;"8375";APV;-1.32%;-1.00%;-1.85%;-3.79%;-1.70%
2023-05-20;"8375";APV;-1.24%;-1.06%;-1.84%;-3.88%;-1.69%
2023-05-21;"8375";APV;-1.17%;-0.96%;-2.01%;-3.87%;-1.68%
2023-05-22;"8375";APV;-1.28%;-1.05%;-2.19%;-3.97%;-1.78%
2023-05-23;"8375";APV;-1.46%;-1.23%;-2.15%;-4.21%;-1.95%
2023-05-24;"8375";APV;-1.20%;-1.34%;-2.13%;-4.32%;-1.94%
2023-05-25;"8375";APV;-1.38%;-1.51%;-2.21%;-4.42%;-2.10%
2023-05-26;"8375";APV;-1.47%;-1.66%;-2.36%;-4.45%;-2.24%
2023-05-27;"8375";APV;-1.46%;-1.72%;-2.36%;-4.56%;-2.23%
2023-05-28;"8375";APV;-1.44%;-1.76%;-2.31%;-4.55%;-2.22%
2023-05-29;"8375";APV;-1.32%;-1.64%;-2.14%;-4.42%;-2.10%
2023-05-30;"8375";APV;-1.41%;-1.72%;-2.06%;-4.26%;-2.18%
2023-05-31;"8375";APV;-1.29%;-1.59%;-1.93%;-4.19%;-2.06%
2023-06-01;"8375";APV;-1.21%;-1.39%;-2.13%;-4.18%;-1.98%
2023-06-02;"8375";APV;-1.04%;-1.22%;-2.18%;-4.10%;-1.90%
2023-06-03;"8375";APV;-1.06%;-1.14%;-2.18%;-4.03%;-1.90%
2023-06-04;"8375";APV;-0.96%;-1.14%;-2.17%;-4.02%;-1.89%
2023-06-05;"8375";APV;-0.69%;-0.99%;-2.07%;-3.87%;-1.73%
2023-06-06;"8375";APV;-0.67%;-0.92%;-1.87%;-3.78%;-1.71%
2023-06-07;"8375";APV;-0.58%;-0.88%;-1.77%;-3.59%;-1.61%
2023-06-08;"8375";APV;-0.63%;-0.82%;-1.94%;-3.56%;-1.77%
2023-06-09;"8375";APV;-0.45%;-0.61%;-1.99%;-3.38%;-1.74%
2023-06-10;"8375";APV;-0.52%;-0.73%;-1.99%;-3.35%;-1.73%
2023-06-11;"8375";APV;-0.42%;-0.73%;-1.98%;-3.34%;-1.73%
2023-06-12;"8375";APV;-0.38%;-0.77%;-1.90%;-3.37%;-1.76%
2023-06-13;"8375";APV;-0.30%;-1.23%;-1.91%;-3.04%;-1.68%
2023-06-14;"8375";APV;-0.23%;-1.03%;-1.85%;-2.92%;-1.59%
2023-06-15;"8375";APV;"0.19%";-0.96%;-1.61%;-2.89%;-1.40%
2023-06-16;"8375";APV;"0.40%";-0.77%;-1.26%;-2.88%;-1.21%
2023-06-17;"8375";APV;"0.36%";-0.88%;-1.26%;-2.96%;-1.20%
2023-06-18;"8375";APV;"0.41%";-0.88%;-1.25%;-2.95%;-1.19%
2023-06-19;"8375";APV;"0.62%";-0.78%;-0.94%;-2.84%;-1.08%
2023-06-20;"8375";APV;"0.85%";-0.66%;-0.66%;-2.78%;-0.86%
2023-06-21;"8375";APV;"0.85%";-0.66%;-0.50%;-2.78%;-0.85%
2023-06-22;"8375";APV;"0.97%";-0.54%;-0.55%;-2.97%;-0.83%
2023-06-23;"8375";APV;"1.04%";-0.84%;-0.58%;-3.19%;-0.93%
2023-06-24;"8375";APV;"1.03%";-0.97%;-0.58%;-3.04%;-0.93%
2023-06-25;"8375";APV;"1.21%";-0.97%;-0.57%;-3.03%;-0.92%
2023-06-26;"8375";APV;"1.36%";-0.97%;-0.48%;-3.02%;-0.91%
2023-06-27;"8375";APV;"1.41%";-0.77%;-0.50%;-2.97%;-0.86%
2023-06-28;"8375";APV;"1.34%";-1.00%;-0.69%;-2.92%;-0.91%
2023-06-29;"8375";APV;"1.20%";-1.05%;-0.80%;-2.96%;-0.93%
2023-06-30;"8375";APV;"1.31%";-1.32%;-0.91%;-3.10%;-0.91%
2023-07-01;"8375";APV;"1.10%";-1.36%;-0.91%;-3.22%;-0.90%
2023-07-02;"8375";APV;"1.04%";-1.36%;-0.91%;-3.21%;-0.89%
2023-07-03;"8375";APV;"1.17%";-1.39%;-0.60%;-3.07%;-0.74%
2023-07-04;"8375";APV;"1.15%";-1.31%;-0.70%;-3.05%;-0.76%
2023-07-05;"8375";APV;"0.87%";-1.31%;-0.73%;-3.41%;-0.88%
2023-07-06;"8375";APV;"0.79%";-1.75%;-0.71%;-3.44%;-0.93%
2023-07-07;"8375";APV;"0.40%";-2.04%;-1.00%;-3.72%;-1.22%
2023-07-08;"8375";APV;"0.57%";-2.04%;-1.00%;-3.45%;-1.21%
2023-07-09;"8375";APV;"0.55%";-2.04%;-1.03%;-3.44%;-1.20%
2023-07-10;"8375";APV;"0.44%";-1.93%;-1.22%;-3.54%;-1.30%
2023-07-11;"8375";APV;"0.22%";-1.97%;-1.63%;-3.85%;-1.51%
2023-07-12;"8375";APV;"0.15%";-1.92%;-1.94%;-3.90%;-1.61%
2023-07-13;"8375";APV;"0.36%";-1.41%;-1.60%;-3.70%;-1.32%
2023-07-14;"8375";APV;"0.28%";-1.41%;-1.60%;-3.77%;-1.32%
2023-07-15;"8375";APV;"0.09%";-1.40%;-1.60%;-3.97%;-1.31%
2023-07-16;"8375";APV;-0.09%;-1.40%;-1.57%;-3.96%;-1.30%
2023-07-17;"8375";APV;"0.18%";-0.95%;-1.29%;-3.69%;-1.02%
2023-07-18;"8375";APV;"0.19%";-0.87%;-1.25%;-3.99%;-1.01%
2023-07-19;"8375";APV;"0.07%";-0.63%;-1.21%;-3.94%;-1.01%
2023-07-20;"8375";APV;-0.20%;-0.61%;-1.14%;-3.95%;-1.06%
2023-07-21;"8375";APV;-0.33%;-0.66%;-1.26%;-3.92%;-1.17%
2023-07-22;"8375";APV;-0.33%;-0.66%;-1.26%;-3.93%;-1.16%
2023-07-23;"8375";APV;-0.22%;-0.65%;-1.32%;-3.92%;-1.15%
2023-07-24;"8375";APV;-0.34%;-0.52%;-1.46%;-4.03%;-1.26%
2023-07-25;"8375";APV;-0.28%;-0.47%;-1.37%;-3.95%;-1.19%
2023-07-26;"8375";APV;-0.30%;-0.43%;-1.40%;-3.98%;-1.21%
2023-07-27;"8375";APV;-0.27%;-0.34%;-1.29%;-3.64%;-1.12%
2023-07-28;"8375";APV;-0.04%;-0.16%;-1.12%;-3.66%;-0.95%
2023-07-29;"8375";APV;-0.02%;-0.16%;-1.12%;-3.68%;-0.94%
2023-07-30;"8375";APV;-0.03%;-0.15%;-1.02%;-3.67%;-0.93%
2023-07-31;"8375";APV;"0.41%";"0.28%";-0.31%;-3.25%;-0.50%
2023-01-31;"8676";AC-APV;-0.50%;-1.95%;-5.30%;-11.55%;-0.53%
2023-02-01;"8676";AC-APV;-0.48%;-1.93%;-5.28%;-11.53%;-0.54%
2023-02-02;"8676";AC-APV;-0.46%;-1.91%;-5.26%;-11.52%;-0.55%
2023-02-03;"8676";AC-APV;-0.43%;-1.89%;-5.25%;-11.50%;-0.56%
2023-02-04;"8676";AC-APV;-0.41%;-1.87%;-5.23%;-11.49%;-0.57%
2023-02-05;"8676";AC-APV;-0.39%;-1.85%;-5.21%;-11.48%;-0.58%
2023-02-06;"8676";AC-APV;-0.37%;-1.83%;-5.19%;-11.46%;-0.59%
2023-02-07;"8676";AC-APV;-0.34%;-1.82%;-5.17%;-11.45%;-0.60%
2023-02-08;"8676";AC-APV;-0.32%;-1.80%;-5.15%;-11.43%;-0.61%
2023-02-09;"8676";AC-APV;-0.30%;-1.78%;-5.14%;-11.42%;-0.62%
2023-02-10;"8676";AC-APV;-0.32%;-1.79%;-5.12%;-11.41%;-0.65%
2023-02-11;"8676";AC-APV;-0.34%;-1.80%;-5.10%;-11.39%;-0.68%
2023-02-12;"8676";AC-APV;-0.36%;-1.81%;-5.09%;-11.38%;-0.70%
2023-02-13;"8676";AC-APV;-0.37%;-1.82%;-5.07%;-11.37%;-0.73%
2023-02-14;"8676";AC-APV;-0.39%;-1.84%;-5.06%;-11.36%;-0.76%
2023-02-15;"8676";AC-APV;-0.41%;-1.85%;-5.04%;-11.34%;-0.79%
2023-02-16;"8676";AC-APV;-0.43%;-1.86%;-5.03%;-11.33%;-0.82%
2023-02-17;"8676";AC-APV;-0.45%;-1.87%;-5.01%;-11.32%;-0.84%
2023-02-18;"8676";AC-APV;-0.47%;-1.88%;-5.00%;-11.31%;-0.87%
2023-02-19;"8676";AC-APV;-0.49%;-1.89%;-4.98%;-11.29%;-0.90%
2023-02-20;"8676";AC-APV;-0.51%;-1.91%;-4.96%;-11.28%;-0.93%
2023-02-21;"8676";AC-APV;-0.52%;-1.92%;-4.95%;-11.27%;-0.96%
2023-02-22;"8676";AC-APV;-0.54%;-1.93%;-4.93%;-11.26%;-0.99%
2023-02-23;"8676";AC-APV;-0.56%;-1.94%;-4.92%;-11.24%;-1.01%
2023-02-24;"8676";AC-APV;-0.58%;-1.95%;-4.90%;-11.23%;-1.04%
2023-02-25;"8676";AC-APV;-0.60%;-1.96%;-4.89%;-11.22%;-1.07%
2023-02-26;"8676";AC-APV;-0.62%;-1.97%;-4.87%;-11.21%;-1.10%
2023-02-27;"8676";AC-APV;-0.64%;-1.99%;-4.86%;-11.19%;-1.13%
2023-02-28;"8676";AC-APV;-0.65%;-2.00%;-4.84%;-11.18%;-1.15%
2023-03-01;"8676";AC-APV;-0.64%;-1.98%;-4.70%;-11.17%;-1.18%
2023-03-02;"8676";AC-APV;-0.66%;-1.99%;-4.68%;-11.16%;-1.21%
2023-03-03;"8676";AC-APV;-0.68%;-2.00%;-4.67%;-11.14%;-1.24%
2023-03-04;"8676";AC-APV;-0.70%;-2.01%;-4.65%;-11.13%;-1.27%
2023-03-05;"8676";AC-APV;-0.72%;-2.02%;-4.63%;-11.12%;-1.30%
2023-03-06;"8676";AC-APV;-0.74%;-2.03%;-4.62%;-11.11%;-1.32%
2023-03-07;"8676";AC-APV;-0.76%;-2.05%;-4.60%;-11.09%;-1.35%
2023-03-08;"8676";AC-APV;-0.78%;-2.06%;-4.59%;-11.08%;-1.38%
2023-03-09;"8676";AC-APV;-0.79%;-2.07%;-4.57%;-11.07%;-1.41%
2023-03-10;"8676";AC-APV;-0.76%;-2.04%;-4.53%;-11.06%;-1.40%
2023-03-11;"8676";AC-APV;-0.73%;-2.00%;-4.49%;-11.05%;-1.40%
2023-03-12;"8676";AC-APV;-0.70%;-1.97%;-4.45%;-11.03%;-1.40%
2023-03-13;"8676";AC-APV;-0.67%;-1.93%;-4.41%;-11.02%;-1.39%
2023-03-14;"8676";AC-APV;-0.64%;-1.90%;-4.37%;-11.01%;-1.39%
2023-03-15;"8676";AC-APV;-0.60%;-1.86%;-4.32%;-11.00%;-1.39%
2023-03-16;"8676";AC-APV;-0.57%;-1.83%;-4.28%;-10.99%;-1.39%
2023-03-17;"8676";AC-APV;-0.54%;-1.79%;-4.24%;-10.98%;-1.38%
2023-03-18;"8676";AC-APV;-0.51%;-1.76%;-4.20%;-10.97%;-1.38%
2023-03-19;"8676";AC-APV;-0.48%;-1.72%;-4.16%;-10.95%;-1.38%
2023-03-20;"8676";AC-APV;-0.45%;-1.69%;-4.12%;-10.94%;-1.37%
2023-03-21;"8676";AC-APV;-0.42%;-1.65%;-4.08%;-10.93%;-1.37%
2023-03-22;"8676";AC-APV;-0.38%;-1.62%;-4.04%;-10.92%;-1.37%
2023-03-23;"8676";AC-APV;-0.35%;-1.58%;-4.00%;-10.91%;-1.36%
2023-03-24;"8676";AC-APV;-0.32%;-1.55%;-3.95%;-10.90%;-1.36%
2023-03-25;"8676";AC-APV;-0.29%;-1.51%;-3.91%;-10.88%;-1.36%
2023-03-26;"8676";AC-APV;-0.26%;-1.48%;-3.87%;-10.87%;-1.35%
2023-03-27;"8676";AC-APV;-0.23%;-1.45%;-3.83%;-10.86%;-1.35%
2023-03-28;"8676";AC-APV;-0.19%;-1.41%;-3.79%;-10.85%;-1.35%
2023-03-29;"8676";AC-APV;-0.19%;-1.38%;-3.75%;-10.84%;-1.34%
2023-03-30;"8676";AC-APV;-0.19%;-1.34%;-3.71%;-10.83%;-1.34%
2023-03-31;"8676";AC-APV;-0.18%;-1.31%;-3.70%;-10.82%;-1.34%
2023-04-01;"8676";AC-APV;-0.15%;-1.27%;-3.66%;-10.80%;-1.33%
2023-04-02;"8676";AC-APV;-0.12%;-1.24%;-3.62%;-10.79%;-1.33%
2023-04-03;"8676";AC-APV;-0.09%;-1.20%;-3.58%;-10.78%;-1.33%
2023-04-04;"8676";AC-APV;-0.06%;-1.17%;-3.54%;-10.77%;-1.32%
2023-04-05;"8676";AC-APV;-0.03%;-1.13%;-3.50%;-10.76%;-1.32%
2023-04-06;"8676";AC-APV;"0.01%";-1.10%;-3.45%;-10.75%;-1.32%
2023-04-07;"8676";AC-APV;"0.04%";-1.06%;-3.41%;-10.74%;-1.32%
2023-04-08;"8676";AC-APV;"0.07%";-1.03%;-3.37%;-10.72%;-1.31%
2023-04-09;"8676";AC-APV;"0.10%";-0.99%;-3.33%;-10.71%;-1.31%
2023-04-10;"8676";AC-APV;"0.06%";-1.02%;-3.34%;-10.69%;-1.34%
2023-04-11;"8676";AC-APV;"0.02%";-1.04%;-3.34%;-10.67%;-1.38%
2023-04-12;"8676";AC-APV;-0.02%;-1.07%;-3.35%;-10.64%;-1.42%
2023-04-13;"8676";AC-APV;-0.06%;-1.10%;-3.36%;-10.62%;-1.45%
2023-04-14;"8676";AC-APV;-0.10%;-1.12%;-3.37%;-10.59%;-1.49%
2023-04-15;"8676";AC-APV;-0.14%;-1.15%;-3.37%;-10.57%;-1.52%
2023-04-16;"8676";AC-APV;-0.18%;-1.18%;-3.38%;-10.55%;-1.56%
2023-04-17;"8676";AC-APV;-0.22%;-1.20%;-3.39%;-10.52%;-1.60%
2023-04-18;"8676";AC-APV;-0.26%;-1.23%;-3.40%;-10.50%;-1.63%
2023-04-19;"8676";AC-APV;-0.30%;-1.26%;-3.40%;-10.48%;-1.67%
2023-04-20;"8676";AC-APV;-0.34%;-1.28%;-3.41%;-10.45%;-1.70%
2023-04-21;"8676";AC-APV;-0.38%;-1.31%;-3.42%;-10.43%;-1.74%
2023-04-22;"8676";AC-APV;-0.42%;-1.34%;-3.42%;-10.41%;-1.78%
2023-04-23;"8676";AC-APV;-0.45%;-1.36%;-3.43%;-10.38%;-1.81%
2023-04-24;"8676";AC-APV;-0.49%;-1.39%;-3.44%;-10.36%;-1.85%
2023-04-25;"8676";AC-APV;-0.53%;-1.42%;-3.45%;-10.34%;-1.88%
2023-04-26;"8676";AC-APV;-0.57%;-1.44%;-3.45%;-10.31%;-1.92%
2023-04-27;"8676";AC-APV;-0.61%;-1.47%;-3.46%;-10.29%;-1.95%
2023-04-28;"8676";AC-APV;-0.65%;-1.49%;-3.47%;-10.27%;-1.99%
2023-04-29;"8676";AC-APV;-0.69%;-1.52%;-3.48%;-10.24%;-2.03%
2023-04-30;"8676";AC-APV;-0.73%;-1.55%;-3.48%;-10.22%;-2.06%
2023-05-01;"8676";AC-APV;-0.77%;-1.56%;-3.46%;-10.19%;-2.10%
2023-05-02;"8676";AC-APV;-0.81%;-1.59%;-3.47%;-10.17%;-2.13%
2023-05-03;"8676";AC-APV;-0.85%;-1.62%;-3.48%;-10.15%;-2.17%
2023-05-04;"8676";AC-APV;-0.89%;-1.64%;-3.48%;-10.12%;-2.20%
2023-05-05;"8676";AC-APV;-0.93%;-1.67%;-3.49%;-10.10%;-2.24%
2023-05-06;"8676";AC-APV;-0.97%;-1.70%;-3.50%;-10.08%;-2.28%
2023-05-07;"8676";AC-APV;-1.01%;-1.72%;-3.51%;-10.05%;-2.31%
2023-05-08;"8676";AC-APV;-1.05%;-1.75%;-3.51%;-10.03%;-2.35%
2023-05-09;"8676";AC-APV;-1.09%;-1.77%;-3.52%;-10.01%;-2.38%
2023-05-10;"8676";AC-APV;-1.06%;-1.76%;-3.51%;-9.97%;-2.39%
2023-05-11;"8676";AC-APV;-1.03%;-1.74%;-3.51%;-9.94%;-2.40%
