"fecha";"Run Fondo";"serie";"1 mes";"3 meses";"6 meses";"1 a√±o ";"ytd"
2023-05-12;"8676";AC-APV;-1.01%;-1.72%;-3.50%;-9.91%;-2.41%
2023-05-13;"8676";AC-APV;-0.98%;-1.70%;-3.49%;-9.88%;-2.42%
2023-05-14;"8676";AC-APV;-0.96%;-1.68%;-3.49%;-9.85%;-2.43%
2023-05-15;"8676";AC-APV;-0.93%;-1.66%;-3.48%;-9.82%;-2.44%
2023-05-16;"8676";AC-APV;-0.90%;-1.65%;-3.47%;-9.78%;-2.45%
2023-05-17;"8676";AC-APV;-0.88%;-1.63%;-3.47%;-9.75%;-2.46%
2023-05-18;"8676";AC-APV;-0.85%;-1.61%;-3.46%;-9.72%;-2.47%
2023-05-19;"8676";AC-APV;-0.82%;-1.59%;-3.45%;-9.69%;-2.48%
2023-05-20;"8676";AC-APV;-0.80%;-1.57%;-3.45%;-9.66%;-2.49%
2023-05-21;"8676";AC-APV;-0.77%;-1.55%;-3.44%;-9.62%;-2.50%
2023-05-22;"8676";AC-APV;-0.74%;-1.53%;-3.43%;-9.59%;-2.51%
2023-05-23;"8676";AC-APV;-0.72%;-1.52%;-3.43%;-9.56%;-2.51%
2023-05-24;"8676";AC-APV;-0.69%;-1.50%;-3.42%;-9.53%;-2.52%
2023-05-25;"8676";AC-APV;-0.66%;-1.48%;-3.41%;-9.50%;-2.53%
2023-05-26;"8676";AC-APV;-0.64%;-1.46%;-3.41%;-9.47%;-2.54%
2023-05-27;"8676";AC-APV;-0.61%;-1.44%;-3.40%;-9.43%;-2.55%
2023-05-28;"8676";AC-APV;-0.58%;-1.42%;-3.39%;-9.40%;-2.56%
2023-05-29;"8676";AC-APV;-0.56%;-1.43%;-3.39%;-9.37%;-2.57%
2023-05-30;"8676";AC-APV;-0.53%;-1.44%;-3.38%;-9.34%;-2.58%
2023-05-31;"8676";AC-APV;-0.54%;-1.45%;-3.39%;-9.31%;-2.59%
2023-06-01;"8676";AC-APV;-0.51%;-1.43%;-3.38%;-9.27%;-2.60%
2023-06-02;"8676";AC-APV;-0.49%;-1.41%;-3.38%;-9.24%;-2.61%
2023-06-03;"8676";AC-APV;-0.46%;-1.40%;-3.37%;-9.21%;-2.62%
2023-06-04;"8676";AC-APV;-0.43%;-1.38%;-3.36%;-9.18%;-2.63%
2023-06-05;"8676";AC-APV;-0.41%;-1.36%;-3.36%;-9.15%;-2.64%
2023-06-06;"8676";AC-APV;-0.38%;-1.34%;-3.35%;-9.11%;-2.65%
2023-06-07;"8676";AC-APV;-0.35%;-1.32%;-3.34%;-9.08%;-2.66%
2023-06-08;"8676";AC-APV;-0.33%;-1.30%;-3.33%;-9.05%;-2.67%
2023-06-09;"8676";AC-APV;-0.30%;-1.29%;-3.33%;-9.02%;-2.67%
2023-06-10;"8676";AC-APV;-0.29%;-1.29%;-3.30%;-8.99%;-2.68%
2023-06-11;"8676";AC-APV;-0.29%;-1.30%;-3.27%;-8.95%;-2.68%
2023-06-12;"8676";AC-APV;-0.28%;-1.30%;-3.24%;-8.92%;-2.68%
2023-06-13;"8676";AC-APV;-0.27%;-1.31%;-3.22%;-8.89%;-2.69%
2023-06-14;"8676";AC-APV;-0.27%;-1.32%;-3.19%;-8.85%;-2.69%
2023-06-15;"8676";AC-APV;-0.26%;-1.32%;-3.16%;-8.82%;-2.69%
2023-06-16;"8676";AC-APV;-0.25%;-1.33%;-3.13%;-8.79%;-2.70%
2023-06-17;"8676";AC-APV;-0.25%;-1.34%;-3.11%;-8.75%;-2.70%
2023-06-18;"8676";AC-APV;-0.24%;-1.34%;-3.08%;-8.72%;-2.70%
2023-06-19;"8676";AC-APV;-0.24%;-1.35%;-3.05%;-8.69%;-2.71%
2023-06-20;"8676";AC-APV;-0.23%;-1.36%;-3.02%;-8.65%;-2.71%
2023-06-21;"8676";AC-APV;-0.22%;-1.36%;-2.99%;-8.62%;-2.71%
2023-06-22;"8676";AC-APV;-0.22%;-1.37%;-2.97%;-8.59%;-2.72%
2023-06-23;"8676";AC-APV;-0.21%;-1.38%;-2.94%;-8.55%;-2.72%
2023-06-24;"8676";AC-APV;-0.20%;-1.38%;-2.91%;-8.52%;-2.72%
2023-06-25;"8676";AC-APV;-0.20%;-1.39%;-2.88%;-8.49%;-2.73%
2023-06-26;"8676";AC-APV;-0.19%;-1.40%;-2.85%;-8.45%;-2.73%
2023-06-27;"8676";AC-APV;-0.19%;-1.40%;-2.83%;-8.42%;-2.73%
2023-06-28;"8676";AC-APV;-0.18%;-1.41%;-2.80%;-8.39%;-2.74%
2023-06-29;"8676";AC-APV;-0.17%;-1.41%;-2.77%;-8.35%;-2.74%
2023-06-30;"8676";AC-APV;-0.17%;-1.42%;-2.74%;-8.32%;-2.74%
2023-07-01;"8676";AC-APV;-0.15%;-1.43%;-2.68%;-8.29%;-2.75%
2023-07-02;"8676";AC-APV;-0.14%;-1.44%;-2.66%;-8.25%;-2.75%
2023-07-03;"8676";AC-APV;-0.14%;-1.44%;-2.63%;-8.22%;-2.75%
2023-07-04;"8676";AC-APV;-0.13%;-1.45%;-2.60%;-8.19%;-2.76%
2023-07-05;"8676";AC-APV;-0.13%;-1.46%;-2.57%;-8.15%;-2.76%
2023-07-06;"8676";AC-APV;-0.12%;-1.46%;-2.54%;-8.12%;-2.76%
2023-07-07;"8676";AC-APV;-0.11%;-1.47%;-2.52%;-8.09%;-2.77%
2023-07-08;"8676";AC-APV;-0.11%;-1.48%;-2.49%;-8.05%;-2.77%
2023-07-09;"8676";AC-APV;-0.10%;-1.48%;-2.46%;-8.02%;-2.77%
2023-07-10;"8676";AC-APV;-0.09%;-1.44%;-2.44%;-7.99%;-2.77%
2023-07-11;"8676";AC-APV;-0.08%;-1.40%;-2.43%;-7.95%;-2.76%
2023-07-12;"8676";AC-APV;-0.07%;-1.36%;-2.41%;-7.92%;-2.75%
2023-07-13;"8676";AC-APV;-0.06%;-1.31%;-2.40%;-7.89%;-2.75%
2023-07-14;"8676";AC-APV;-0.05%;-1.27%;-2.38%;-7.86%;-2.74%
2023-07-15;"8676";AC-APV;-0.04%;-1.23%;-2.36%;-7.82%;-2.73%
2023-07-16;"8676";AC-APV;-0.03%;-1.19%;-2.35%;-7.79%;-2.73%
2023-07-17;"8676";AC-APV;-0.02%;-1.14%;-2.33%;-7.76%;-2.72%
2023-07-18;"8676";AC-APV;-0.01%;-1.10%;-2.32%;-7.73%;-2.72%
2023-07-19;"8676";AC-APV;"0.00%";-1.06%;-2.30%;-7.69%;-2.71%
2023-07-20;"8676";AC-APV;"0.01%";-1.02%;-2.29%;-7.66%;-2.70%
2023-07-21;"8676";AC-APV;"0.02%";-0.97%;-2.27%;-7.63%;-2.70%
2023-07-22;"8676";AC-APV;"0.03%";-0.93%;-2.25%;-7.60%;-2.69%
2023-07-23;"8676";AC-APV;"0.04%";-0.89%;-2.24%;-7.56%;-2.68%
2023-07-24;"8676";AC-APV;"0.05%";-0.85%;-2.22%;-7.53%;-2.68%
2023-07-25;"8676";AC-APV;"0.06%";-0.80%;-2.21%;-7.50%;-2.67%
2023-07-26;"8676";AC-APV;"0.07%";-0.76%;-2.19%;-7.46%;-2.66%
2023-07-27;"8676";AC-APV;"0.08%";-0.72%;-2.18%;-7.43%;-2.66%
2023-07-28;"8676";AC-APV;"0.09%";-0.68%;-2.16%;-7.40%;-2.65%
2023-07-29;"8676";AC-APV;"0.10%";-0.63%;-2.14%;-7.37%;-2.65%
2023-07-30;"8676";AC-APV;"0.11%";-0.59%;-2.13%;-7.33%;-2.64%
2023-07-31;"8676";AC-APV;"0.11%";-0.58%;-2.11%;-7.30%;-2.63%
2023-01-31;"8806";I-APV;-0.18%;"3.48%";-1.54%;"2.28%";-0.18%
2023-02-01;"8806";I-APV;-0.17%;"3.49%";-1.50%;"1.99%";-0.16%
2023-02-02;"8806";I-APV;"0.11%";"3.83%";-1.29%;"2.19%";"0.11%"
2023-02-03;"8806";I-APV;"0.10%";"3.66%";-1.21%;"2.13%";"0.03%"
2023-02-04;"8806";I-APV;"0.05%";"3.52%";-1.22%;"2.09%";"0.04%"
2023-02-05;"8806";I-APV;"0.11%";"3.52%";-0.93%;"2.09%";"0.05%"
2023-02-06;"8806";I-APV;-0.22%;"3.18%";-1.25%;"1.76%";-0.27%
2023-02-07;"8806";I-APV;-0.29%;"2.88%";-1.32%;"1.72%";-0.34%
2023-02-08;"8806";I-APV;-0.40%;"2.47%";-1.50%;"1.33%";-0.45%
2023-02-09;"8806";I-APV;-0.61%;"1.67%";-1.48%;"1.37%";-0.53%
2023-02-10;"8806";I-APV;-0.85%;"0.99%";-1.72%;"1.20%";-0.71%
2023-02-11;"8806";I-APV;-1.11%;"0.84%";-1.58%;"1.50%";-0.70%
2023-02-12;"8806";I-APV;-1.33%;"0.84%";-1.46%;"1.51%";-0.69%
2023-02-13;"8806";I-APV;-1.33%;"0.73%";-1.55%;"1.40%";-0.79%
2023-02-14;"8806";I-APV;-1.47%;"0.39%";-1.68%;"1.06%";-0.92%
2023-02-15;"8806";I-APV;-1.66%;-0.59%;-1.87%;"0.98%";-1.10%
2023-02-16;"8806";I-APV;-1.64%;-0.80%;-1.68%;"1.10%";-1.14%
2023-02-17;"8806";I-APV;-1.58%;-0.37%;-1.27%;"1.10%";-1.08%
2023-02-18;"8806";I-APV;-1.62%;-0.19%;-0.93%;"1.09%";-1.07%
2023-02-19;"8806";I-APV;-1.53%;-0.19%;-0.66%;"1.09%";-1.06%
2023-02-20;"8806";I-APV;-1.40%;-0.15%;-0.61%;"1.13%";-1.01%
2023-02-21;"8806";I-APV;-1.64%;-0.42%;-0.85%;"0.95%";-1.25%
2023-02-22;"8806";I-APV;-1.67%;-0.52%;-0.50%;"0.89%";-1.27%
2023-02-23;"8806";I-APV;-1.64%;-0.12%;-0.39%;"0.76%";-1.23%
2023-02-24;"8806";I-APV;-1.52%;-0.04%;-0.43%;"0.58%";-1.12%
2023-02-25;"8806";I-APV;-1.48%;"0.04%";-0.43%;"0.60%";-1.11%
2023-02-26;"8806";I-APV;-1.50%;"0.04%";-0.65%;"0.60%";-1.10%
2023-02-27;"8806";I-APV;-1.38%;"0.12%";-0.56%;"0.69%";-1.02%
2023-02-28;"8806";I-APV;-1.40%;"0.16%";-0.57%;"0.63%";-1.02%
2023-03-01;"8806";I-APV;-1.09%;-0.55%;-0.85%;-0.01%;-1.25%
2023-03-02;"8806";I-APV;-1.50%;-0.93%;-1.45%;-0.23%;-1.39%
2023-03-03;"8806";I-APV;-1.43%;-0.95%;-1.46%;-0.21%;-1.40%
2023-03-04;"8806";I-APV;-1.43%;-0.95%;-1.46%;-0.33%;-1.39%
2023-03-05;"8806";I-APV;-1.43%;-1.00%;-1.78%;-0.33%;-1.39%
2023-03-06;"8806";I-APV;-1.18%;-1.14%;-1.66%;-0.40%;-1.45%
2023-03-07;"8806";I-APV;-1.03%;-1.07%;-1.11%;-0.71%;-1.37%
2023-03-08;"8806";I-APV;-1.08%;-1.23%;-1.04%;-0.80%;-1.52%
2023-03-09;"8806";I-APV;-1.17%;-1.44%;-0.99%;-1.20%;-1.69%
2023-03-10;"8806";I-APV;-0.66%;-1.12%;-0.67%;-1.14%;-1.36%
2023-03-11;"8806";I-APV;-0.66%;-1.11%;-0.66%;-1.07%;-1.35%
2023-03-12;"8806";I-APV;-0.65%;-1.12%;-0.52%;-1.06%;-1.34%
2023-03-13;"8806";I-APV;"0.30%";-0.44%;"0.26%";-0.21%;-0.49%
2023-03-14;"8806";I-APV;"0.33%";-0.47%;"0.07%";-0.23%;-0.59%
2023-03-15;"8806";I-APV;"0.77%";-0.07%;"0.36%";"0.36%";-0.34%
2023-03-16;"8806";I-APV;"0.76%";-0.02%;"0.31%";"0.42%";-0.39%
2023-03-17;"8806";I-APV;"0.91%";"0.18%";"0.51%";"0.78%";-0.18%
2023-03-18;"8806";I-APV;"0.91%";"0.19%";"0.52%";"0.91%";-0.17%
2023-03-19;"8806";I-APV;"0.92%";"0.44%";"0.53%";"0.92%";-0.15%
2023-03-20;"8806";I-APV;"1.00%";"0.71%";"0.60%";"1.04%";-0.03%
2023-03-21;"8806";I-APV;"1.23%";"0.85%";"0.94%";"1.07%";-0.03%
2023-03-22;"8806";I-APV;"1.13%";"0.71%";"1.18%";"1.10%";-0.15%
2023-03-23;"8806";I-APV;"1.33%";"0.99%";"1.79%";"1.31%";"0.08%"
2023-03-24;"8806";I-APV;"1.41%";"1.18%";"1.98%";"1.51%";"0.28%"
2023-03-25;"8806";I-APV;"1.41%";"1.19%";"1.98%";"1.56%";"0.29%"
2023-03-26;"8806";I-APV;"1.42%";"1.24%";"2.54%";"1.56%";"0.30%"
2023-03-27;"8806";I-APV;"1.06%";"0.89%";"2.81%";"1.28%";"0.03%"
2023-03-28;"8806";I-APV;"1.27%";"0.99%";"3.35%";"1.63%";"0.24%"
2023-03-29;"8806";I-APV;"1.34%";"0.98%";"3.59%";"1.58%";"0.31%"
2023-03-30;"8806";I-APV;"1.65%";"0.61%";"3.61%";"1.68%";"0.61%"
2023-03-31;"8806";I-APV;"1.75%";"0.71%";"3.71%";"1.23%";"0.71%"
2023-04-01;"8806";I-APV;"2.00%";"0.72%";"3.72%";"1.04%";"0.72%"
2023-04-02;"8806";I-APV;"2.16%";"0.73%";"3.73%";"1.04%";"0.73%"
2023-04-03;"8806";I-APV;"2.34%";"0.98%";"3.89%";"1.21%";"0.91%"
2023-04-04;"8806";I-APV;"2.22%";"0.81%";"3.95%";"0.87%";"0.80%"
2023-04-05;"8806";I-APV;"2.04%";"0.69%";"4.10%";"0.58%";"0.63%"
2023-04-06;"8806";I-APV;"2.49%";"1.05%";"4.86%";"0.99%";"1.00%"
2023-04-07;"8806";I-APV;"2.41%";"1.06%";"4.78%";"1.03%";"1.01%"
2023-04-08;"8806";I-APV;"2.58%";"1.07%";"4.79%";"0.61%";"1.02%"
2023-04-09;"8806";I-APV;"2.77%";"0.95%";"4.79%";"0.61%";"1.03%"
2023-04-10;"8806";I-APV;"2.14%";"0.60%";"4.48%";"0.33%";"0.75%"
2023-04-11;"8806";I-APV;"1.86%";"0.07%";"4.09%";-0.09%;"0.49%"
2023-04-12;"8806";I-APV;"1.69%";-0.32%;"3.99%";-0.17%;"0.33%"
2023-04-13;"8806";I-APV;"0.61%";-0.43%;"4.30%";-0.69%;"0.12%"
2023-04-14;"8806";I-APV;"0.71%";-0.45%;"4.14%";-0.98%;"0.11%"
2023-04-15;"8806";I-APV;"0.46%";-0.45%;"4.14%";-0.97%;"0.12%"
2023-04-16;"8806";I-APV;"0.51%";-0.38%;"4.14%";-0.96%;"0.12%"
2023-04-17;"8806";I-APV;"0.01%";-0.68%;"3.49%";-1.25%;-0.17%
2023-04-18;"8806";I-APV;-0.09%;-0.81%;"3.51%";-1.21%;-0.26%
2023-04-19;"8806";I-APV;-0.36%;-0.98%;"3.37%";-1.59%;-0.51%
2023-04-20;"8806";I-APV;-0.56%;-0.98%;"3.42%";-1.57%;-0.59%
2023-04-21;"8806";I-APV;-0.65%;-1.08%;"3.21%";-1.42%;-0.68%
2023-04-22;"8806";I-APV;-0.52%;-1.08%;"3.21%";-1.43%;-0.67%
2023-04-23;"8806";I-APV;-0.74%;-1.07%;"3.21%";-1.42%;-0.66%
2023-04-24;"8806";I-APV;-1.21%;-1.35%;"2.93%";-1.69%;-0.94%
2023-04-25;"8806";I-APV;-1.12%;-1.21%;"3.01%";-1.57%;-0.83%
2023-04-26;"8806";I-APV;-1.23%;-1.34%;"2.85%";-1.51%;-0.94%
2023-04-27;"8806";I-APV;-0.98%;-1.32%;"2.73%";-1.57%;-0.95%
2023-04-28;"8806";I-APV;-1.09%;-1.23%;"2.81%";-1.53%;-0.85%
2023-04-29;"8806";I-APV;-1.14%;-1.22%;"2.81%";-1.44%;-0.84%
2023-04-30;"8806";I-APV;-1.43%;-1.04%;"2.82%";-1.43%;-0.83%
2023-05-01;"8806";I-APV;-1.52%;-0.65%;"2.81%";-1.42%;-0.81%
2023-05-02;"8806";I-APV;-1.69%;-1.08%;"2.71%";-1.38%;-0.97%
2023-05-03;"8806";I-APV;-1.72%;-0.86%;"2.77%";-1.20%;-0.83%
2023-05-04;"8806";I-APV;-1.67%;-0.93%;"2.56%";-1.21%;-0.89%
2023-05-05;"8806";I-APV;-1.69%;-1.12%;"2.35%";-1.21%;-1.07%
2023-05-06;"8806";I-APV;-2.05%;-0.80%;"2.36%";-0.96%;-1.06%
2023-05-07;"8806";I-APV;-2.05%;-0.72%;"2.15%";-0.95%;-1.05%
2023-05-08;"8806";I-APV;-2.19%;-0.75%;"1.71%";-1.09%;-1.19%
2023-05-09;"8806";I-APV;-2.33%;-0.79%;"0.87%";-0.71%;-1.32%
2023-05-10;"8806";I-APV;-1.93%;-0.50%;"0.49%";-0.56%;-1.20%
2023-05-11;"8806";I-APV;-1.80%;-0.63%;"0.21%";-0.87%;-1.32%
2023-05-12;"8806";I-APV;-1.71%;-0.70%;"0.14%";-1.05%;-1.39%
2023-05-13;"8806";I-APV;-1.49%;-0.59%;"0.14%";-1.13%;-1.37%
2023-05-14;"8806";I-APV;-1.47%;-0.45%;-0.06%;-1.13%;-1.36%
2023-05-15;"8806";I-APV;-1.76%;-0.55%;-1.13%;-1.41%;-1.65%
2023-05-16;"8806";I-APV;-1.79%;-0.54%;-1.34%;-1.56%;-1.67%
2023-05-17;"8806";I-APV;-1.40%;-0.50%;-0.87%;-1.60%;-1.57%
2023-05-18;"8806";I-APV;-1.53%;-0.72%;-0.91%;-1.80%;-1.79%
2023-05-19;"8806";I-APV;-1.39%;-0.84%;-1.02%;-2.08%;-1.89%
2023-05-20;"8806";I-APV;-1.29%;-0.87%;-1.02%;-2.16%;-1.88%
2023-05-21;"8806";I-APV;-1.19%;-0.63%;-1.05%;-2.15%;-1.87%
2023-05-22;"8806";I-APV;-1.34%;-0.74%;-1.26%;-2.29%;-2.00%
2023-05-23;"8806";I-APV;-1.60%;-1.03%;-1.15%;-2.64%;-2.25%
2023-05-24;"8806";I-APV;-1.24%;-1.06%;-1.10%;-2.72%;-2.17%
2023-05-25;"8806";I-APV;-1.56%;-1.29%;-1.25%;-2.89%;-2.38%
2023-05-26;"8806";I-APV;-1.70%;-1.54%;-1.50%;-3.00%;-2.62%
2023-05-27;"8806";I-APV;-1.68%;-1.61%;-1.50%;-3.02%;-2.61%
2023-05-28;"8806";I-APV;-1.76%;-1.59%;-1.44%;-3.01%;-2.60%
2023-05-29;"8806";I-APV;-1.61%;-1.42%;-1.49%;-2.85%;-2.43%
2023-05-30;"8806";I-APV;-1.67%;-1.48%;-1.49%;-2.82%;-2.48%
2023-05-31;"8806";I-APV;-1.47%;-1.27%;-1.29%;-2.73%;-2.28%
2023-06-01;"8806";I-APV;-1.40%;-0.96%;-1.50%;-2.67%;-2.20%
2023-06-02;"8806";I-APV;-1.21%;-0.78%;-1.71%;-2.64%;-2.16%
2023-06-03;"8806";I-APV;-1.33%;-0.76%;-1.70%;-2.62%;-2.15%
2023-06-04;"8806";I-APV;-1.26%;-0.75%;-1.70%;-2.61%;-2.14%
2023-06-05;"8806";I-APV;-0.91%;-0.60%;-1.59%;-2.46%;-1.98%
2023-06-06;"8806";I-APV;-0.94%;-0.56%;-1.69%;-2.42%;-2.00%
2023-06-07;"8806";I-APV;-0.79%;-0.47%;-1.54%;-2.14%;-1.83%
2023-06-08;"8806";I-APV;-0.76%;-0.43%;-1.66%;-2.10%;-1.94%
2023-06-09;"8806";I-APV;-0.51%;-0.12%;-1.56%;-1.81%;-1.81%
2023-06-10;"8806";I-APV;-0.61%;-0.44%;-1.56%;-1.79%;-1.80%
2023-06-11;"8806";I-APV;-0.47%;-0.44%;-1.55%;-1.78%;-1.79%
2023-06-12;"8806";I-APV;-0.41%;-0.45%;-1.57%;-1.78%;-1.79%
2023-06-13;"8806";I-APV;-0.36%;-1.24%;-1.68%;-1.50%;-1.73%
2023-06-14;"8806";I-APV;-0.28%;-1.05%;-1.51%;-1.30%;-1.64%
2023-06-15;"8806";I-APV;"0.17%";-1.14%;-1.21%;-1.41%;-1.48%
2023-06-16;"8806";I-APV;"0.39%";-0.90%;-0.92%;-1.40%;-1.28%
2023-06-17;"8806";I-APV;"0.30%";-1.09%;-0.91%;-1.45%;-1.27%
2023-06-18;"8806";I-APV;"0.54%";-1.09%;-0.91%;-1.44%;-1.26%
2023-06-19;"8806";I-APV;"0.76%";-0.99%;-0.55%;-1.33%;-1.15%
2023-06-20;"8806";I-APV;"1.10%";-0.77%;-0.07%;-1.17%;-0.80%
2023-06-21;"8806";I-APV;"1.10%";-0.76%;"0.09%";-1.16%;-0.79%
2023-06-22;"8806";I-APV;"1.22%";-0.65%;"0.05%";-1.34%;-0.81%
2023-06-23;"8806";I-APV;"1.59%";-0.78%;"0.20%";-1.41%;-0.70%
2023-06-24;"8806";I-APV;"1.51%";-0.96%;"0.21%";-1.30%;-0.69%
2023-06-25;"8806";I-APV;"1.75%";-0.96%;"0.22%";-1.28%;-0.67%
2023-06-26;"8806";I-APV;"2.02%";-0.96%;"0.27%";-1.27%;-0.66%
2023-06-27;"8806";I-APV;"1.98%";-0.71%;"0.17%";-1.29%;-0.68%
2023-06-28;"8806";I-APV;"1.91%";-0.98%;"0.00%";-1.21%;-0.74%
2023-06-29;"8806";I-APV;"1.70%";-1.08%;-0.11%;-1.20%;-0.77%
2023-06-30;"8806";I-APV;"1.80%";-1.33%;-0.73%;-1.33%;-0.73%
2023-07-01;"8806";I-APV;"1.51%";-1.43%;-0.72%;-1.39%;-0.72%
2023-07-02;"8806";I-APV;"1.49%";-1.43%;-0.71%;-1.38%;-0.70%
2023-07-03;"8806";I-APV;"1.63%";-1.45%;-0.48%;-1.23%;-0.55%
2023-07-04;"8806";I-APV;"1.62%";-1.34%;-0.54%;-1.21%;-0.55%
2023-07-05;"8806";I-APV;"1.25%";-1.37%;-0.69%;-1.66%;-0.75%
2023-07-06;"8806";I-APV;"1.15%";-1.85%;-0.82%;-1.79%;-0.87%
2023-07-07;"8806";I-APV;"0.69%";-2.14%;-1.11%;-2.12%;-1.15%
2023-07-08;"8806";I-APV;"0.82%";-2.14%;-1.10%;-1.87%;-1.14%
2023-07-09;"8806";I-APV;"0.70%";-2.14%;-1.21%;-1.86%;-1.13%
2023-07-10;"8806";I-APV;"0.59%";-1.95%;-1.37%;-1.95%;-1.22%
2023-07-11;"8806";I-APV;"0.34%";-1.93%;-1.87%;-2.29%;-1.46%
2023-07-12;"8806";I-APV;"0.14%";-1.97%;-2.28%;-2.47%;-1.65%
2023-07-13;"8806";I-APV;"0.41%";-1.45%;-1.87%;-2.29%;-1.33%
2023-07-14;"8806";I-APV;"0.27%";-1.48%;-1.92%;-2.30%;-1.37%
2023-07-15;"8806";I-APV;"0.13%";-1.47%;-1.91%;-2.22%;-1.35%
2023-07-16;"8806";I-APV;-0.06%;-1.46%;-1.83%;-2.21%;-1.34%
2023-07-17;"8806";I-APV;"0.27%";-0.83%;-1.51%;-1.88%;-1.00%
2023-07-18;"8806";I-APV;"0.24%";-0.77%;-1.57%;-2.23%;-1.02%
2023-07-19;"8806";I-APV;"0.13%";-0.51%;-1.48%;-2.19%;-1.01%
2023-07-20;"8806";I-APV;-0.32%;-0.53%;-1.50%;-2.26%;-1.11%
2023-07-21;"8806";I-APV;-0.45%;-0.56%;-1.63%;-2.35%;-1.23%
2023-07-22;"8806";I-APV;-0.42%;-0.55%;-1.62%;-2.38%;-1.22%
2023-07-23;"8806";I-APV;-0.51%;-0.55%;-1.61%;-2.37%;-1.20%
2023-07-24;"8806";I-APV;-0.55%;-0.30%;-1.64%;-2.41%;-1.24%
2023-07-25;"8806";I-APV;-0.50%;-0.34%;-1.54%;-2.42%;-1.17%
2023-07-26;"8806";I-APV;-0.58%;-0.30%;-1.63%;-2.49%;-1.23%
2023-07-27;"8806";I-APV;-0.45%;-0.18%;-1.50%;-2.16%;-1.13%
2023-07-28;"8806";I-APV;-0.21%;-0.10%;-1.33%;-2.16%;-0.95%
2023-07-29;"8806";I-APV;-0.17%;-0.10%;-1.32%;-2.28%;-0.94%
2023-07-30;"8806";I-APV;-0.20%;-0.10%;-1.13%;-2.27%;-0.92%
2023-07-31;"8806";I-APV;"0.21%";"0.31%";-0.34%;-1.87%;-0.52%
